include,id,nature,category,tags,species,species by,subspecies,species syn,species syn by,species alt,wyk name,amar name,hu name,other name,wikipedia,POWO,GBIF,family,part used,region of origin,country,lat,lon,source,year recorded in TCM,macroarea,range,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,pharmaceutical,pharma en,TCM,TCM DB,TCM name,TCM pinyin,desc,medicinal group,meridian,action,Hu zh,Ayurveda,Words,Britannica,Notes,English,En alt,Plant name,Chinese WN,Chinese simp,Chinese,Ch transliteration,Jyutping,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,FOC,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Hu en,Extra,sym,hu_1990,IPNI,TPL,TROP,EOL,WFO,NCBI,NCBI id
out,,,,,Micromeria fruticosa,,,,,,talmud widder hyssop; tea hyssop,,,,,,,Lamiaceae,herb,E Med; Israel,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Minthostachys mollis,,,,,,Ecuadorian mint; tipo leaf,,,,,,,Lamiaceae,leaf; herb,N Andes,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mirabilis jalapa,,,,,,beauty of the night; false jalap; four o’clock plant; marvel of Peru,,,,,,,Nyctaginaceae,seed,Mex,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Momordica charantia,,,,,,balsam pear; bitter cucumber; bitter gourd; bitter melon; carilla plant,,,,,,,Cucurbitaceae,pulp,Trop OW,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Monarda citriodora,,,,,,lemon bergamot; lemon mint,,,,,,,Lamiaceae,leaf,Mex; USA,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Monarda didyma,,,,,,fragrant balm; Oswego bee balm; Oswego tea,,,,,,,Lamiaceae,leaf; herb,E & N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Monarda fistulosa,,,,,,bee balm; horse bergamot; wild bergamot,,,,,,,Lamiaceae,leaf,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mondia whitei,,,,,,white ginger,,,,,,,Apocynaceae,root,Trop Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Monodora brevipes,,,,,,short-stemmed African nutmeg; yellow flowery nutmeg,,,,,,,Annonaceae,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Monodora myristica,,,,,,African nutmeg; false nutmeg; calabash nutmeg; Jamaica nutmeg,,,,,,,Annonaceae,seed,Trop Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Montia perfoliata,,,,,,miner’s lettuce; Cuban spinach; winter purslane,,,,,,,Portulacaceae,leaf,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Moringa oleifera,,,,,,horseradish tree; drumstick tree,,,,,,,Moringaceae,flower; leaf; fruit,Ind,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Murraya paniculata,,,,,,jasmine orange; Chinese myrtle; Chinese box-wood; Burmese box-wood; satinwood; Hawaiian orange; orange jasmine,,,,,,,Rutaceae,flower,SE As; Aus,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myrica cerifera,,,,,,bay berry; candle berry; wax berry; wax myrtle,,,,,,,Myricaceae,leaf,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myrica gale,,,,,,bog myrtle; gale meadow fern; sweet gale; sweet myrtle; wax berry,,,,,,,Myricaceae,herb,N Am; Euras,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myrica pennsylvanica,,,,,,bay berry; candle berry; northern bayberry; waxy berry,,,,,,,Myricaceae,herb,Eastern N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myristica argentea,,,,,,silver nutmeg,,,,,,,Myristicaceae,seed; aril,New Guinea,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myristica malabarica,,,,,,Bombay nutmeg; Malabar nutmeg,,,,,,,Myristicaceae,seed; aril,Indonesia,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myristica speciosa,,,,,,Moluccan nutmeg,,,,,,,Myristicaceae,seed,Indonesia,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Myroxylon balsamum,,,,,,balsam of Tolu; balsam of Peru; black balsam; Peruvian balsam,,,,,,,Fabaceae,balsam,Venez; Peru,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nardostachys jatamansi,,,N. grandiflora,,,jatamansi; Indian nard; spikenard,,,,,,,Valerianaceae,leaf; rhizome,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nasturtium microphyllum,,,,,,wild watercress,,,,,,,Brassicaceae,fresh leaf,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nasturtium officinale,,,Rorippa nasturtiumaquaticum,,,watercress,,,,,,,Brassicaceae,fresh leaf,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nelumbo nucifera,,,,,,lotus,,,,,,,Nelumbonaceae,herb; leaf,As; Aus,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nepeta × faassenii,,,,,,blue catmint,,,,,,,Lamiaceae,herb,Caucasus; Iran,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nepeta racemosa,,,,,,mussin catnip,,,,,,,Lamiaceae,herb,Caucasus; Turkey; N Iran,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nigella arvensis,,,,,,wild fennel,,,,,,,Ranunculaceae,seed; plant,Euras; Eur; Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Nigella damascena,,,,,,love-in-a-mist; wild fennel,,,,,,,Ranunculaceae,seed,Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocimum × citriodorum,,,,,,lemon basil; kemanji,,,,,,,Lamiaceae,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocimum americanum,,,O. canum,,,hoary basil; lime basil; partminger,,,,,,,Lamiaceae,leaf,Trop OW,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocimum forskolei,,,,,,mint-leaf basil,,,,,,,Lamiaceae,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocimum gratissimum,,,O. suave,,,African basil; sweet scented basil clove basil; Russian basil,,,,,,,Lamiaceae,leaf; herb,S As; Trop Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocimum kilimandscharicum,,,,,,camphor basil,,,,,,,Lamiaceae,leaf,E Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocotea cymbarum,,,,,,canela,,,,,,,Lauraceae,bark; calyx,Braz,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocotea pretiosa,,,,,,false sassafras,,,,,,,Lauraceae,bark; leaf,Braz,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocotea puchury-major,,,,,,louro-puxuri; pichuri; pixurim; puchuiri,,,,,,,Lauraceae,seed,S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ocotea quixos,,,,,,American cinnamon; ocotea,,,,,,,Lauraceae,flower,Ecuador,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Oenanthe javanica,,,,,,water dropwort; water celery; water parsley,,,,,,,Apiaceae,herb,Indomal,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Origanum dictamnus,,,,,,dittany of Crete,,,,,,,Lamiaceae,herb,Greece; Crete,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Origanum majorana,,,,,,marjoram; sweet marjoram,,,,,,,Lamiaceae,herb,Med; Turkey,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Origanum onites,,,,,,pot marjoram,,,,,,,Lamiaceae,herb,Eur; E Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Origanum syriacum,,,,,,Syrian oregano; za’atar; zatar; white oregano,,,,,,,Lamiaceae,herb,SE Eur; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ottelia alismoides,,,,,,water-plantain; ottelia,,,,,,,Hydrocharitaceae,leaf,China; Jap; Aus; NE Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Oxalis acetosella,,,,,,common wood sorrel; wood sorrel; shamrock,,,,,,,Oxalidaceae,leaf,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Oxalis corniculata,,,,,,creeping wood sorrel; creeping oxalis,,,,,,,Oxalidaceae,leaf,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Oxalis pes-caprae,,,,,,sorrel; yellow sorrel,,,,,,,Oxalidaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pandanus amaryllifolius,,,,,,pandan; fragrant pandan,,,,,,,Pandanaceae,wilted leaves,Trop As (Moluccas),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pandanus tectorius,,,,,,fragrant screwpine,,,,,,,Pandanaceae,leaf; male flowers,Trop OW,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Parinari curatellifolia,,,,,,mobola; mbura,,,,,,,Chrysobalanceae,fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Parkia speciosa,,,,,,petai; locust bean,,,,,,,Mimosaceae,seed,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pastinaca sativa,,,,,,parsnip,,,,,,,Apiaceae,leaf; root,Eur; W As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Peganum harmala,,,,,,African rue; Syrian rue; mountain rue; wild rue,,,,,,,Zygophyllaceae,seed,Med; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium × citrosum,,,,,,citrosa geranium; mosquito plant,,,,,,,Geraniaceae,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium × fragrans,,,,,,nutmeg scented geranium,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium × graveolens,,,,,,rose geranium; Bourbon geranium; rose pelargonium; sweet-scented geranium,,,,,,,Geraniaceae,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium × limoneum,,,,,,English finger-bowl geranium,,,,,,,Geraniaceae,leaf,cultivated,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium capitatum,,,,,,rose-scented geranium; rose geranium; rose pelargonium,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium crispum,,,,,,lemon geranium; curled leaved cranesbill,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium odoratissimum,,,,,,apple-scented geranium,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium radens,,,,,,mint geranium; balsam (scented) geranium,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pelargonium tomentosum,,,,,,peppermint-scented geranium,,,,,,,Geraniaceae,leaf,S Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Peperomia pellucida,,,,,,pepper elder; rabbit ear,,,,,,,Piperaceae,herb,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Perilla frutescens,,,,,,shiso; beefsteak plant; perilla; purple mint,,,,,,,Lamiaceae,leaf; herb,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Persicaria hydropiper,,,,,,water pepper,,,,,,,Polygonaceae,leaf; herb,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Persicaria odorata,,,,,,Vietnamese coriander; Vietnamese mint; laksa leaf,,,,,,,Polygonaceae,leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Peucedanum ostruthium,,,,,,hog fennel,,,,,,,Apiaceae,rhizome,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Peumus boldus,,,,,,boldo,,,,,,,Monimiaceae,leaf,Chile,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Phyllanthus emblica,,,,,,emblic; emblic myrobalan; Indian gooseberry,,,,,,,Euphorbiaceae,fruit,Trop As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Physalis philadelphica,,,P. ixocarpa,,,tomatillo; jamberry,,,,,,,Solanaceae,ripe fruit,Mex,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Physalis pubescens,,,,,,downy ground cherry; ground cherry,,,,,,,Solanaceae,ripe fruit,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Picrasma excelsa,,,,,,bitterwood; Jamaica quassia; quassia wood,,,,,,,Simaroubaceae,wood,West Indies,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Picrasma quassioides,,,,,,bitterwood; quassia wood,,,,,,,Simaroubaceae,wood,E As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pimenta racemosa,,,,,,bay rum,,,,,,,Myrtaceae,fruit,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pimpinella major,,,,,,greater burnet saxifrage,,,,,,,Apiaceae,root,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pimpinella saxifraga,,,,,,burnet saxifrage; garden burnet,,,,,,,Apiaceae,root,Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pinus cembra,,,,,,Siberian pine nuts,,,,,,,Pinaceae,seed,Eur; As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pinus cembroides,,,,,,Mexican pine nuts; Mexican piñon,,,,,,,Pinaceae,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pinus edulis,,,,,,piñon,,,,,,,Pinaceae,seed,N Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pinus koraiensis,,,,,,Korean pine nuts,,,,,,,Pinaceae,seed,As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Pinus pinea,,,,,,pine nuts; pine seeds; pignoles,,,,,,,Pinaceae,seed,Med,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper aduncum,,,,,,matico; big pepper; Spanish elder; spiked pepper,,,,,,,Piperaceae,fruit,C Am; S Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper auritum,,,,,,Mexican pepperleaf; alajan pepper,,,,,,,Piperaceae,leaf,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper baccatum,,,,,,climbing pepper of Java,,,,,,,Piperaceae,fruit; leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper capense,,,,,,Cape pepper,,,,,,,Piperaceae,fruit,E Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper clusii,,,,,,West African black pepper; African cubebs,,,,,,,Piperaceae,fruit,W Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper guineense,,,,,,West African pepper; Ashanti pepper; Benin pepper,,,,,,,Piperaceae,fruit,Trop Afr,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper lolot,,,,,,lolot pepper; Vietnamese pepper,,,,,,,Piperaceae,leaf,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper saigonense,,,,,,Saigon pepper,,,,,,,Piperaceae,fruit,SE As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper sanctum,,,,,,acoyo; acuyo; cordonillo; xihuitl,,,,,,,Piperaceae,herb,C Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper sarmentosum,,,,,,wild pepper,,,,,,,Piperaceae,fruit; leaf,Indomal,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Piper umbellatum,,,,,,shrubby pepper,,,,,,,Piperaceae,fruit; stem,Trop Am,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
